# snapshot_date: 2026-07-15
uid,code,name,latitude,longitude,altitude,latitude_n,longitude_w,coord_x,coord_y,basin,rio,area_drenada_km2,cota_zero_escala_m,district,municipality,parish,entidade_responsavel_automatica,entidade_responsavel_convencional,tipo_estacao_automatica,tipo_estacao_convencional,entrada_funcionamento_convencional,encerramento_convencional,entrada_funcionamento_automatica,encerramento_automatica,telemetria,status
1627759120,21A/01H,PONTE MALVEIRA DA SERRA,38.75,-9.45,131.0,38.75,-9.45,85541.832,198912.135,TEJO,RIBEIRA DA FOZ DO GUINCHO,3.53,-,LISBOA,CASCAIS,ALCABIDECHE,-,CCDR-LVT,-,Escala,01-10-1983,01-01-2000,-,-,NÃO,EXTINTA
1627759122,02F/01H,PONTE MANTELÃES,41.917,-8.574,290.0,41.917,-8.574,163464.15,549873.425,MINHO,RIO COURA,66.98,-,VIANA DO CASTELO,PAREDES DE COURA,FORMARIZ,-,CCDR-NORTE,-,Escala,01-10-1919,30-09-1942,-,-,NÃO,EXTINTA
1627759124,12N/01H,PONTE MEIMOA,40.225,-7.187,483.0,40.225,-7.187,280501.874,362271.901,TEJO,RIBEIRA DA MEIMOA,100.12,517.06,CASTELO BRANCO,PENAMACOR,MEIMOA,Autoridade Nacional da Água,CCDR-CENTRO,Sensor de nível,Escala,01-10-1971,29-09-1983,27-11-2001,-,NÃO,ATIVA
1627759126,30G/08H,PONTE MESQUITA,37.172,-8.334,25.0,37.172,-8.334,182137.076,22899.549,RIBEIRAS DO ALGARVE,RIBEIRA DE ALCANTARILHA OU BARRANCO DO RIBEIRO MEIRINHO,112.79,21.49,FARO,SILVES,PÊRA,Autoridade Nacional da Água,CCDR-ALGARVE,Sensor de nível,Escala,01-10-1977,-,27-06-2001,-,SIM,ATIVA
1627759128,15E/03H,PONTE MESTRAS,39.747,-8.826,26.0,39.747,-8.826,140585.209,309014.393,LIS/RIBEIRAS COSTEIRAS,RIO LENA,188.4,23.03,LEIRIA,LEIRIA,BAROSA,Autoridade Nacional da Água,CCDR-CENTRO,Sensor de nível,Escala,01-10-1940,-,14-02-2002,-,NÃO,ATIVA
1627759130,09F/01H,PONTE MINHOTEIRA,40.78,-8.51,34.0,40.78,-8.51,168191.712,423467.237,VOUGA/RIBEIRAS COSTEIRAS,RIO ANTUÃ,113.15,-,AVEIRO,OLIVEIRA DE AZEMÉIS,PINHEIRO DA BEMPOSTA,Autoridade Nacional da Água,CCDR-NORTE,Sensor de nível,Escala,01-10-1974,30-09-1990,06-10-2017,-,SIM,ATIVA
1627759132,21B/06H,PONTE MIRAFLORES,38.712,-9.225,23.0,38.712,-9.225,105064.496,194397.246,TEJO,RIBEIRA DE ALGÉS,10.33,-,LISBOA,OEIRAS,ALGÉS,-,CCDR-LVT,-,Escala,01-10-1988,01-01-2000,-,-,NÃO,EXTINTA
1627759134,10M/05H,PONTE MISERELA,40.541,-7.338,523.0,40.541,-7.338,267387.251,397211.0,MONDEGO,RIO MONDEGO,184.77,-,GUARDA,GUARDA,VILA SOEIRO,-,CCDR-CENTRO,-,Limnigráfica,01-10-1981,01-10-1985,-,-,NÃO,EXTINTA
1627759136,13F/04H,PONTE MOCATE,40.082,-8.637,7.0,40.082,-8.637,156985.235,346070.284,MONDEGO,RIO ARUNCA,465.61,5.96,COIMBRA,SOURE,SOURE,Autoridade Nacional da Água,CCDR-CENTRO,Sensor de nível,Limnigráfica,11-10-1972,-,01-02-2002,-,SIM,SUSPENSA
1627759138,06F/02H,PONTE MOREIRA,41.235936,-8.646921,31.0,41.235936,-8.646921,156986.355,474195.72,LEÇA,RIO LEÇA,167.09,-,PORTO,MATOSINHOS,LEÇA DO BALIO,Autoridade Nacional da Água,-,Sensor de nível,-,-,-,23-06-2003,-,NÃO,ATIVA
1627759140,23M/01H,PONTE MOURÃO,38.394,-7.376,156.0,38.394,-7.376,266108.048,158772.483,GUADIANA,RIO GUADIANA,52294.47,102.48,ÉVORA,MOURÃO,MOURÃO,Autoridade Nacional da Água,CCDR-ALENTEJO,Sensor de nível,Escala,01-10-1918,-,31-08-2001,22-03-2002,NÃO,DESATIVADA
1627759142,12H/03H,PONTE MUCELA,40.254,-8.201,86.0,40.254,-8.201,194182.228,365070.429,MONDEGO,RIO ALVA OU RIBEIRA DA FERVENÇA,662.76,70.29,COIMBRA,VILA NOVA DE POIARES,LAVEGADAS,Autoridade Nacional da Água,CCDR-CENTRO,Sensor de nível,Escala,01-10-1920,-,03-07-2001,04-02-2008,NÃO,DESATIVADA
1627759144,19E/03H,PONTE MUGE,39.106,-8.734,4.0,39.106,-8.734,148022.586,237708.961,TEJO,RIO TEJO,69607.45,.26,SANTARÉM,CARTAXO,VALADA,-,CCDR-LVT,-,Escala,01-10-1945,30-09-1983,-,-,NÃO,EXTINTA
1627759146,14N/02H,PONTE MUNHECA,39.86,-7.333,161.0,39.86,-7.333,268501.778,321547.778,TEJO,RIO PÔNSUL,1040.18,-,CASTELO BRANCO,IDANHA-A-NOVA,LADOEIRO,Autoridade Nacional da Água,-,Sensor de nível,-,-,-,07-06-2002,-,NÃO,DESATIVADA
1627759148,17F/02H,PONTE NOVA,39.466,-8.527,25.0,39.466,-8.527,166105.269,277588.126,TEJO,RIO ALMONDA,102.15,20.5,SANTARÉM,TORRES NOVAS,TORRES NOVAS (SANTA MARIA),Autoridade Nacional da Água,CCDR-LVT,Sensor de nível,Escala,17-03-1972,-,21-02-2002,-,SIM,ATIVA
1627759150,10M/01H,PONTE NOVA (CELORICO DA BEIRA),40.654,-7.384,417.0,40.654,-7.384,263352.629,409710.785,MONDEGO,RIO MONDEGO,352.1,-,GUARDA,CELORICO DA BEIRA,CELORICO (SANTA MARIA),-,CCDR-CENTRO,-,Escala,01-10-1917,11-01-1955,-,-,NÃO,EXTINTA
1627759154,19D/04H,PONTE OTA,39.109,-8.987,27.0,39.109,-8.987,126099.838,238266.813,TEJO,RIBEIRA DA OTA,57.39,20.13,LISBOA,ALENQUER,OTA,Autoridade Nacional da Água,CCDR-LVT,Sensor de nível,Escala,01-10-1979,-,22-05-2001,30-09-2008,NÃO,DESATIVADA
1627759156,17L/01H,PONTE PANASCO,39.432,-7.535,319.0,39.432,-7.535,251466.774,273884.769,TEJO,RIBEIRA DE NISA,93.24,-,PORTALEGRE,CASTELO DE VIDE,SANTIAGO MAIOR,Autoridade Nacional da Água,CCDR-ALENTEJO,Sensor de nível,Limnigráfica,01-11-1980,-,19-04-2001,-,NÃO,ATIVA
1627759158,04O/01H,PONTE PEDRA,41.663,-7.148,257.0,41.663,-7.148,282026.148,521947.93,DOURO,RIO TUELA,702.7,249.49,BRAGANÇA,MIRANDELA,TORRE DE DONA CHAMA,Autoridade Nacional da Água,CCDR-NORTE,Sensor de nível,Escala,18-06-1980,-,01-09-2003,-,NÃO,ATIVA
1627759160,12M/02H,PONTE PEDRINHA,40.236,-7.491,404.0,40.236,-7.491,254666.945,363226.497,TEJO,RIO ZÊZERE,700.56,-,CASTELO BRANCO,COVILHÃ,TORTOSENDO,Autoridade Nacional da Água,-,Sensor de nível,-,-,-,02-07-2002,25-09-2018,NÃO,DESATIVADA
1627759162,12H/02H,PONTE PENACOVA,40.271,-8.274,37.0,40.271,-8.274,188026.639,366953.526,MONDEGO,RIO MONDEGO,4041.43,31.02,COIMBRA,PENACOVA,PENACOVA,Autoridade Nacional da Água,CCDR-CENTRO,Sensor de nível,Escala,01-10-1917,30-09-1978,18-12-2001,-,SIM,ATIVA
1627759164,30E/04H,PONTE PEREIRO,37.3108267,-8.78343988,19.0,37.3108267,-8.78343988,142345.013,38508.384,RIBEIRAS DO ALGARVE,RIBEIRA DE ALJEZUR OU DA CERCA OU DE CHILRÃO,50.59,37.66,FARO,ALJEZUR,ALJEZUR,Autoridade Nacional da Água,CCDR-ALGARVE,Sensor de nível,-,01-12-1997,-,29-06-2001,-,SIM,ATIVA
1627759166,10G/04H,PONTE PERRÃES,40.552,-8.495,7.0,40.552,-8.495,169313.527,398151.014,VOUGA/RIBEIRAS COSTEIRAS,RIO CÉRTIMA OU RIBEIRA DE SANTA CRISTINA,463.56,.24,AVEIRO,ÁGUEDA,ESPINHEL,-,CCDR-CENTRO,-,Escala,01-10-1934,30-09-1961,-,-,NÃO,EXTINTA
1627759168,04R/01H,PONTE PINELO (R.E.),41.644,-6.578,500.0,41.644,-6.578,329541.542,520525.556,DOURO,RIBEIRA DO RIO DE MACAS,543.72,464.465,BRAGANÇA,VIMIOSO,PINELO,-,EDP,-,Escala,17-11-1967,-,-,-,NÃO,ATIVA
1627759170,21C/01H,PONTE PINHAL,38.834,-9.16,10.0,38.834,-9.16,110794.331,207863.994,TEJO,RIBEIRA DE LOURES,77.63,2.52694,LISBOA,LOURES,LOURES,Autoridade Nacional da Água,CCDR-LVT,Sensor de nível,Limnigráfica,01-10-1977,-,13-11-2001,-,SIM,SUSPENSA
1627759172,21A/03H,PONTE PISÃO,38.737,-9.422,69.0,38.737,-9.422,87944.727,197409.0,TEJO,RIBEIRA DAS VINHAS,9.34,-,LISBOA,CASCAIS,ALCABIDECHE,-,CCDR-LVT,-,Limnigráfica,01-06-1984,30-09-1990,-,-,NÃO,EXTINTA
1627759174,22G/01H,PONTE POMAR,38.579,-8.492,47.0,38.579,-8.492,168740.125,179150.875,SADO,RIBEIRA DA MARATECA OU LABULA OU SAFIRA,134.86,-,ÉVORA,MONTEMOR-O-NOVO,CABRELA,Autoridade Nacional da Água,CCDR-ALENTEJO,Sensor de nível,Escala,01-10-1980,-,23-04-2001,-,NÃO,ATIVA
1627759176,12G/05H,PONTE PORTELA,-8.395856,-8.395856,26.0,-8.395856,-8.395856,177622.921,357389.24,MONDEGO,RIO MONDEGO,4162.52,22.54,COIMBRA,COIMBRA,SANTO ANTÓNIO DOS OLIVAIS,APA,CCDR-CENTRO,Sensor de nível,Escala,01-10-1934,30-09-1975,01-05-2023,-,NÃO,ATIVA
1627759178,15E/02H,PONTE POUSOS,39.708,-8.79,64.0,39.708,-8.79,143624.615,304591.333,LIS/RIBEIRAS COSTEIRAS,RIO LIS,76.12,41.73,LEIRIA,LEIRIA,CORTES,-,CCDR-CENTRO,-,Escala,01-10-1940,28-02-1966,-,-,NÃO,EXTINTA
1627759180,09I/03H,PONTE POUVES,40.772,-8.061,170.0,40.772,-8.061,206107.533,422593.116,VOUGA/RIBEIRAS COSTEIRAS,RIO SUL OU TORTO OU RIBEIRA DE ALVANDEIRA,112.68,-,VISEU,SÃO PEDRO DO SUL,SÃO PEDRO DO SUL,Autoridade Nacional da Água,CCDR-CENTRO,Sensor de nível,Limnigráfica,01-10-1981,-,05-11-2001,-,SIM,ATIVA
1627759182,04G/02H,PONTE PRADO,41.595,-8.464,24.0,41.595,-8.464,172394.491,514035.077,CÁVADO/RIBEIRAS COSTEIRAS,RIO CÁVADO,1187.7,-,BRAGA,VILA VERDE,VILA DE PRADO,-,CCDR-NORTE,-,Escala,01-10-1941,31-05-1965,-,-,NÃO,EXTINTA
1627759184,19C/04H,PONTE PRECES,39.018,-9.013,54.0,39.018,-9.013,123786.291,228194.447,TEJO,RIBEIRA DA SANTANA DA CARNOTA,18.43,44.602,LISBOA,ALENQUER,CADAFAIS,Autoridade Nacional da Água,-,Sensor de nível,-,-,-,15-11-2001,-,SIM,ATIVA
1627759186,10K/05H,PONTE PRIME,40.636,-7.826,282.0,40.636,-7.826,225952.185,407469.469,MONDEGO,RIBEIRA DE SATÃO,95.94,-,VISEU,VISEU,POVOLIDE,Autoridade Nacional da Água,CCDR-CENTRO,Sensor de nível,Limnigráfica,01-10-1980,-,20-12-2001,-,NÃO,DESATIVADA
1627759190,12E/02H,PONTE QUINTA DA FOJA,40.193,-8.715,4.0,40.193,-8.715,150431.724,358482.763,MONDEGO,RIO FOJA,80.19,-1.52,COIMBRA,FIGUEIRA DA FOZ,SANTANA,-,CCDR-CENTRO,-,Escala,01-10-1934,01-10-1985,-,-,NÃO,EXTINTA
1627759192,12F/01H,PONTE QUINTA LOUREIRA,40.272,-8.524,34.0,40.272,-8.524,166744.304,367151.397,MONDEGO,RIBEIRA DE ANCA OU DE OUTIL,57.69,13.46,COIMBRA,CANTANHEDE,ANÇÃ,-,CCDR-CENTRO,-,Limnigráfica,18-10-1972,01-11-1977,-,-,NÃO,EXTINTA
1627759194,26L/01H,PONTE QUINTOS,37.981,-7.656,58.0,37.981,-7.656,241947.466,112758.38,GUADIANA,RIO GUADIANA,60192.06,48.17,BEJA,BEJA,QUINTOS,Autoridade Nacional da Água,CCDR-ALENTEJO,Sensor de nível,Escala,01-10-1942,01-10-1975,06-10-2004,-,SIM,ATIVA
1627759196,02Q/01H,PONTE RABAL (OLEIRINHOS),41.868,-6.748,605.0,41.868,-6.748,314988.925,545206.0,DOURO,RIO SABOR,75.72,-,BRAGANÇA,BRAGANÇA,RABAL,Autoridade Nacional da Água,CCDR-NORTE,Sensor de nível,Escala,13-11-1981,-,18-09-2003,-,SIM,ATIVA
1627759198,10G/05H,PONTE REDONDA,40.546,-8.378,75.0,40.546,-8.378,179228.547,397474.267,VOUGA/RIBEIRAS COSTEIRAS,RIO ÁGUEDA,151.6,20.51,AVEIRO,ÁGUEDA,CASTANHEIRA DO VOUGA,Autoridade Nacional da Água,CCDR-CENTRO,Sensor de nível,Escala,23-07-1974,-,23-01-1997,-,SIM,ATIVA
1627759202,05Q/04H,PONTE REMONDES,41.397,-6.805,225.0,41.397,-6.805,311069.811,492832.957,DOURO,RIO SABOR,2833.47,200.94,BRAGANÇA,MOGADOURO,REMONDES,Autoridade Nacional da Água,-,Sensor de nível,-,-,-,02-09-2003,18-02-2009,NÃO,DESATIVADA
1627759200,05Q/02H,PONTE REMONDES (R.E.),41.396,-6.806,216.0,41.396,-6.806,310980.379,492752.358,DOURO,RIO SABOR,2833.57,200.94,BRAGANÇA,MOGADOURO,REMONDES,-,EDP-INAG,-,Escala,29-09-1955,30-06-2014,-,-,NÃO,EXTINTA
1627759204,16F/01H,PONTE RENOVA,39.495,-8.609,68.0,39.495,-8.609,159060.724,280910.114,TEJO,RIO ALMONDA,24.06,-,SANTARÉM,TORRES NOVAS,PEDRÓGÃO,-,CCDR-LVT,-,Escala,01-10-1940,30-09-1949,-,-,NÃO,EXTINTA
1627759206,10F/02H,PONTE REQUEIXO (CÉRTIMA E ÁGUEDA),40.592249,-8.523708,9.0,40.592249,-8.523708,166824.73,402834.38,VOUGA/RIBEIRAS COSTEIRAS,RIO ÁGUEDA,966.36,3.74,AVEIRO,AVEIRO,REQUEIXO,Autoridade Nacional da Água,CCDR-CENTRO,Sensor de nível,Escala,15-11-1934,30-09-1984,01-02-2002,-,NÃO,ATIVA
1627759208,21C/02H,PONTE RESINGA,38.829,-9.143,7.0,38.829,-9.143,112271.153,207317.245,TEJO,RIBEIRA DA POVOA,42.81,2.8,LISBOA,LOURES,FRIELAS,-,CCDR-LVT,-,Escala,22-09-1977,30-09-1990,-,-,NÃO,EXTINTA
1627759210,26K/03H,PONTE RIBEIRA LOUREDO,37.905,-7.826,132.0,37.905,-7.826,226982.13,104266.544,GUADIANA,RIBEIRA DA LAPA OU BARRANCO DO LOUREDO,60.03,-,BEJA,BEJA,CABEÇA GORDA,Autoridade Nacional da Água,-,Sensor de nível,-,-,-,27-11-2001,04-12-2014,NÃO,EXTINTA
1627759212,17F/03H,PONTE RIBEIRA PERNES,39.39,-8.66,37.0,39.39,-8.66,154585.363,269235.659,TEJO,RIO ALVIELA,162.85,-,SANTARÉM,SANTARÉM,PERNES,Autoridade Nacional da Água,CCDR-LVT,Sensor de nível,Escala,17-03-1972,-,14-06-2002,-,SIM,ATIVA
1627759214,03H/05H,PONTE RIO CALDO,41.684,-8.187,157.0,41.684,-8.187,195546.436,523872.868,CÁVADO/RIBEIRAS COSTEIRAS,RIO CALDO,24.67,-,BRAGA,TERRAS DE BOURO,RIO CALDO,-,CCDR-NORTE,-,Escala com descarregador,01-10-1916,30-09-1952,-,-,NÃO,EXTINTA
1627759218,31H/02H,PONTE RODOVIÁRIA,37.124,-8.174,23.0,37.124,-8.174,196346.093,17553.412,RIBEIRAS DO ALGARVE,RIBEIRA DA QUARTEIRA OU DE ALTE,324.58,15.96,FARO,LOULÉ,BOLIQUEIME,Autoridade Nacional da Água,CCDR-ALGARVE,Sensor de nível,Escala,01-11-1979,-,26-06-2001,-,SIM,ATIVA
1627759216,13F/01H,PONTE RÓDÃO,40.141,-8.518,16.0,40.141,-8.518,167227.625,352592.78,MONDEGO,RIBEIRA DA MALGA,10.13,22.457,COIMBRA,CONDEIXA-A-NOVA,ANOBRA,Autoridade Nacional da Água,CCDR-CENTRO,Sensor de nível,Limnigráfica,01-09-1972,-,17-12-2001,23-04-2007,NÃO,DESATIVADA
1627759220,06O/02H,PONTE SABOR,41.204,-7.086,110.0,41.204,-7.086,287862.829,471066.266,DOURO,RIO SABOR,3512.77,105.066,BRAGANÇA,TORRE DE MONCORVO,ADEGANHA,-,CCDR-NORTE,-,Escala,01-10-1916,31-01-1954,-,-,NÃO,EXTINTA
1627759222,12G/04H,PONTE SANTA CLARA COIMBRA,40.206,-8.431,16.0,40.206,-8.431,174666.819,359792.284,MONDEGO,RIO MONDEGO,4915.04,15.45,COIMBRA,COIMBRA,COIMBRA (SÃO BARTOLOMEU),Autoridade Nacional da Água,CCDR-CENTRO,Sensor de nível,Escala,01-10-1920,-,28-09-2001,-,SIM,ATIVA
1627759224,10K/01H,PONTE SANTA CLARA DÃO,40.666,-7.682,376.0,40.666,-7.682,238171.213,410904.345,MONDEGO,RIO DÃO,174.64,368.89,VISEU,PENALVA DO CASTELO,ESMOLFE,Autoridade Nacional da Água,CCDR-CENTRO,Sensor de nível,Escala,01-10-1920,-,26-04-2002,-,SIM,ATIVA
1627759228,11I/03H,PONTE SANTA COMBA DÃO,40.391,-8.13,128.0,40.391,-8.13,200265.037,380222.622,MONDEGO,RIO DÃO,1156.58,107.837,VISEU,SANTA COMBA DÃO,SANTA COMBA DÃO,-,CCDR-CENTRO,-,Escala,01-10-1917,01-04-1978,-,-,NÃO,EXTINTA
1627759226,11I/02H,PONTE SANTA COMBA DÃO (CRIZ),40.391,-8.164,119.0,40.391,-8.164,197387.293,380272.793,MONDEGO,RIO CRIZ OU RIBEIRA DAS MESTRAS OU DA CAL,191.09,-,VISEU,MORTÁGUA,SOBRAL,-,CCDR-CENTRO,-,Escala,01-05-1917,30-09-1943,-,-,NÃO,EXTINTA
1627759230,13E/01H,PONTE SANTA EULÁLIA,40.143,-8.711,1.0,40.143,-8.711,150775.88,352913.379,MONDEGO,RIO MONDEGO,5792.7,.267,COIMBRA,MONTEMOR-O-VELHO,EREIRA,-,CCDR-CENTRO,-,Escala,01-10-1964,01-10-1985,-,-,NÃO,EXTINTA
1627759234,18E/02H,PONTE SANTARÉM,39.232,-8.671,1.0,39.232,-8.671,153543.402,251714.159,TEJO,RIO TEJO,68429.19,3.29,SANTARÉM,SANTARÉM,SANTARÉM (MARVILA),-,CCDR-LVT,-,Escala,01-10-1931,02-10-1982,-,-,NÃO,EXTINTA
1627759236,20E/02H,PONTE SANTO ESTEVÃO,38.846,-8.721,10.0,38.846,-8.721,148985.366,208830.134,TEJO,RIO ALMANSOR OU RIBEIRA DE SANTO ESTEVÃO OU DE CANHA,979.67,9.29,SANTARÉM,BENAVENTE,SAMORA CORREIA,Autoridade Nacional da Água,CCDR-LVT,-,Escala,23-03-1972,30-09-1990,-,-,NÃO,EXTINTA
11204877430,13G/01H,PONTE SOBRAL,40.162254,-8.385716,,40.162254,-8.385716,,,MONDEGO,RIBEIRA DA AZENHA OU RIO CABRAS OU SIMONTE,-,-,CASTELO BRANCO,COVILHÃ,SOBRAL DE SÃO MIGUEL,APA,-,Sensor de nível,-,-,-,01-05-2023,-,NÃO,ATIVA
1627759238,26F/02H,PONTE SÃO DOMINGOS,37.933,-8.542,72.0,37.933,-8.542,164023.552,107465.476,SADO,RIBEIRA DE SÃO DOMINGOS,144.44,67.77,SETÚBAL,SANTIAGO DO CACÉM,SÃO DOMINGOS,Autoridade Nacional da Água,CCDR-ALENTEJO,Sensor de nível,Escala,01-10-1979,-,11-05-2001,-,NÃO,ATIVA
7927143702,10F/03H,PONTE SÃO JOÃO LOURE,40.626811297,-8.543147324,7.0,40.626811297,-8.543147324,165307.15,406517.86,VOUGA/RIBEIRAS COSTEIRAS,RIO VOUGA,-,-,AVEIRO,ALBERGARIA-A-VELHA,SÃO JOÃO DE LOURE,APA,-,Sensor de nível,-,-,-,13-03-2015,-,SIM,SUSPENSA
1627759242,03H/02H,PONTE TAMENTE (R.E.),41.825,-8.322,57.0,41.825,-8.322,184341.842,539555.179,LIMA,RIO LIMA,1673.42,33.105,VIANA DO CASTELO,PONTE DA BARCA,ENTRE AMBOS-OS-RIOS,-,EDP,-,Escala,13-04-1973,27-02-1978,-,-,NÃO,EXTINTA
1627759240,11I/06H,PONTE TÁBUA,40.372,-8.059,139.0,40.372,-8.059,206283.599,378111.927,MONDEGO,RIO MONDEGO,1543.6,106.25,COIMBRA,TÁBUA,TÁBUA,-,CCDR-CENTRO,-,Escala com descarregador,01-10-1936,30-09-1980,-,-,NÃO,EXTINTA
10682227146,30K/01H,PONTE UMBRIA,37.187228,-7.744702,,37.187228,-7.744702,,,RIBEIRAS DO ALGARVE,RIBEIRA DE ALPORTEL,-,-,FARO,TAVIRA,SANTA CATARINA DA FONTE DO BISPO,-,-,-,-,-,-,26-06-2022,-,SIM,ATIVA
1627759244,25G/04H,PONTE VALE JOANA,38.122,-8.434,30.0,38.122,-8.434,173627.458,128434.688,SADO,RIBEIRA DE GRÂNDOLA,197.11,-,SETÚBAL,GRÂNDOLA,AZINHEIRA DOS BARROS E SÃO MAMEDE DO SÁDÃO,Autoridade Nacional da Água,CCDR-ALENTEJO,Sensor de nível,Escala,01-10-1982,-,25-04-2001,-,NÃO,ATIVA
1627759246,09G/01H,PONTE VALE MAIOR,40.693,-8.461,32.0,40.693,-8.461,172263.473,413867.791,VOUGA/RIBEIRAS COSTEIRAS,RIO CAIMA,189.7,-,AVEIRO,ALBERGARIA-A-VELHA,VALMAIOR,Autoridade Nacional da Água,CCDR-CENTRO,Sensor de nível,Escala,01-12-1934,-,20-03-2015,-,SIM,SUSPENSA
1627759248,04N/01H,PONTE VALE TELHAS,41.632,-7.247,267.0,41.632,-7.247,273871.428,518462.793,DOURO,RIO RABAÇAL,962.78,252.65,BRAGANÇA,MIRANDELA,VALE DE TELHAS,Autoridade Nacional da Água,CCDR-NORTE,Sensor de nível,Escala,04-08-1980,-,17-09-2003,-,NÃO,ATIVA
1627759250,11M/02H,PONTE VALHELHAS,40.401,-7.396,504.0,40.401,-7.396,262587.962,381664.073,TEJO,RIO ZÊZERE,178.81,-,GUARDA,GUARDA,VALHELHAS,Autoridade Nacional da Água,CCDR-CENTRO,Sensor de nível,Escala,01-10-1917,31-10-1985,17-10-2001,-,NÃO,ATIVA
1627759252,06P/01H,PONTE VELHA CAPITÃO,41.311,-6.921,220.0,41.311,-6.921,301465.434,483176.647,DOURO,RIBEIRA DE RABO DE BURRO OU DE ZACARIAS,143.92,-,BRAGANÇA,ALFÂNDEGA DA FÉ,SENDIM DA RIBEIRA,Autoridade Nacional da Água,CCDR-NORTE,Sensor de nível,Escala,05-08-1981,-,20-08-2003,05-01-2010,NÃO,DESATIVADA
1627759254,13E/02H,PONTE VERRIDE,40.148,-8.678,2.0,40.148,-8.678,153573.584,353396.185,MONDEGO,RIO ARUNCA,507.12,-.058,COIMBRA,MONTEMOR-O-VELHO,VERRIDE,-,CCDR-CENTRO,-,Escala,14-11-1964,30-09-1980,-,-,NÃO,EXTINTA
1627759256,18K/01H,PONTE VILA FORMOSA,39.216,-7.784,139.0,39.216,-7.784,230111.897,249829.889,TEJO,RIBEIRA DA RAIA OU DE SEDA,664.81,134.48,PORTALEGRE,ALTER DO CHÃO,SEDA,Autoridade Nacional da Água,CCDR-ALENTEJO,Sensor de nível,Limnigráfica,01-11-1979,-,24-07-2001,-,SIM,ATIVA
1627759260,04O/04H,PONTE VILAR,41.51066532,-7.14090016,233.0,41.51066532,-7.14090016,282835.887,505068.006,DOURO,RIBEIRA DE CARVALHAIS,206.07,-,BRAGANÇA,MIRANDELA,CARVALHAIS,Autoridade Nacional da Água,-,Sensor de nível,-,-,-,01-09-2003,25-06-2008,NÃO,DESATIVADA
1627759258,04O/03H,PONTE VILAR (R.E.),41.511,-7.142,232.0,41.511,-7.142,282741.718,505069.214,DOURO,RIBEIRA DE CARVALHAIS,206.09,-,BRAGANÇA,MIRANDELA,CARVALHAIS,-,EDP,-,Escala,24-04-1980,12-06-2003,-,-,NÃO,EXTINTA
1627759262,09I/02H,PONTE VOUZELA,40.733,-8.112,159.0,40.733,-8.112,201787.085,418187.95,VOUGA/RIBEIRAS COSTEIRAS,RIO VOUGA,648.84,134.19,VISEU,SÃO PEDRO DO SUL,SERRAZES,Autoridade Nacional da Água,CCDR-CENTRO,Sensor de nível,Escala,01-09-1917,-,02-11-2001,29-12-2009,NÃO,DESATIVADA
1627759264,20C/02H,PONTE ZAMBUJAL,38.884,-9.129,84.0,38.884,-9.129,113627.536,213405.171,TEJO,RIO TRANCÃO,99.06,-,LISBOA,LOURES,BUCELAS,Autoridade Nacional da Água,-,Sensor de nível,-,-,-,13-10-1997,27-05-2005,NÃO,DESATIVADA
1627758988,10G/02H,PONTE ÁGUEDA,40.571,-8.448,12.0,40.571,-8.448,173374.642,400272.633,VOUGA/RIBEIRAS COSTEIRAS,RIO ÁGUEDA,404.28,4.75,AVEIRO,ÁGUEDA,RECARDÃES,Autoridade Nacional da Água,CCDR-CENTRO,Sensor de nível,Escala,01-09-1934,-,13-01-1997,-,SIM,ATIVA
1627759152,17C/04H,PONTE ÓBIDOS,39.363,-9.154,9.0,39.363,-9.154,112021.458,266567.951,RIBEIRAS DO OESTE,RIO ARNOIA,106.97,-,LEIRIA,ÓBIDOS,ÓBIDOS (SÃO PEDRO),Autoridade Nacional da Água,CCDR-LVT,Sensor de nível,Limnigráfica,25-02-1981,-,12-06-2002,-,NÃO,DESATIVADA
1627759266,02G/01H,PONTILHÃO DE CELEIROS,41.868,-8.42,44.0,41.868,-8.42,176184.798,544371.21,LIMA,RIO VEZ,170.8,33.07,VIANA DO CASTELO,ARCOS DE VALDEVEZ,COUTO,Autoridade Nacional da Água,CCDR-NORTE,Sensor de nível,Escala,01-10-1939,-,22-01-2003,-,SIM,ATIVA
1627758982,09I/04H,PONTÃO DE AVELAL,40.732,-8.116,178.0,40.732,-8.116,201477.458,418130.343,VOUGA/RIBEIRAS COSTEIRAS,RIO ZELA,18.1,-,VISEU,VOUZELA,VOUZELA,-,CCDR-CENTRO,-,Escala,01-10-1980,30-09-1990,-,-,NÃO,EXTINTA
1627759268,20D/02H,PORTO ALTO,38.917,-8.9,2.0,38.917,-8.9,133467.683,216913.841,TEJO,RIO SORRAIA,7395.9,-1.743,SANTARÉM,BENAVENTE,SAMORA CORREIA,-,CCDR-LVT,-,Escala,01-10-1975,21-08-1981,-,-,NÃO,EXTINTA
1627759270,25O/01H,PORTO BARRANCOS,38.163,-7.019,180.0,38.163,-7.019,297633.684,133470.219,GUADIANA,RIBEIRA DA MÚRTEGA,812.14,-,BEJA,BARRANCOS,BARRANCOS,-,CCDR-ALENTEJO,-,Escala,01-10-1955,30-11-1963,-,-,NÃO,EXTINTA
1627759272,12H/01H,PORTO CUNHEDOS,40.316,-8.232,69.0,40.316,-8.232,191623.135,371871.938,MONDEGO,RIO MONDEGO,3287.35,-,COIMBRA,PENACOVA,OLIVEIRA DO MONDEGO,-,CCDR-CENTRO,-,Escala,01-10-1920,30-09-1966,-,-,NÃO,EXTINTA
